Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#67 - EGT7912935.1	superfamily	237051	55	423	6.06697e-07	51.4677	cl36103	PRK12307 superfamily	 - 	 - 
Q#67 - EGT7912935.1	non-specific	340868	85	200	6.5947e-07	51.4732	cd06179	MFS_TRI12_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	340995	56	225	7.02595e-07	51.2478	cd17437	MFS_PLT	C	cl28910
Q#67 - EGT7912935.1	non-specific	340888	64	198	8.0125e-07	51.0398	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	340998	51	239	8.84024e-07	51.0668	cd17440	MFS_SV2C	C	cl28910
Q#67 - EGT7912935.1	non-specific	441813	73	187	1.35648e-06	50.671	COG2211	MelB	N	cl43646
Q#67 - EGT7912935.1	superfamily	441813	73	187	1.35648e-06	50.671	cl43646	MelB superfamily	N	 - 
Q#67 - EGT7912935.1	non-specific	341046	99	200	2.32386e-06	49.4967	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	340919	86	411	3.05453e-06	49.1708	cd17361	MFS_STP	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	340928	93	187	3.30785e-06	49.0787	cd17370	MFS_MJ1317_like	N	cl28910
Q#67 - EGT7912935.1	non-specific	340924	93	185	3.51928e-06	48.8933	cd17366	MFS_ProP	C	cl28910
Q#67 - EGT7912935.1	non-specific	340926	93	420	1.02958e-05	47.7537	cd17368	MFS_CitA	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	340949	66	187	1.13794e-05	47.259	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#67 - EGT7912935.1	non-specific	341026	76	445	1.16275e-05	47.1827	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	340879	91	187	1.2055e-05	47.1678	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	341005	89	200	1.33588e-05	47.0323	cd17447	MFS_SLC22A7_OAT2	C	cl28910
Q#67 - EGT7912935.1	non-specific	340911	57	159	1.93399e-05	46.8345	cd17353	MFS_OFA_like	N	cl28910
Q#67 - EGT7912935.1	non-specific	441871	92	166	2.65301e-05	46.2991	COG2270	BtlA	N	cl43667
Q#67 - EGT7912935.1	superfamily	441871	92	166	2.65301e-05	46.2991	cl43667	BtlA superfamily	N	 - 
Q#67 - EGT7912935.1	non-specific	340948	76	191	3.86861e-05	45.6806	cd17390	MFS_MFSD9	C	cl28910
Q#67 - EGT7912935.1	non-specific	341030	44	187	3.97381e-05	45.6271	cd17477	MFS_YcaD_like	N	cl28910
Q#67 - EGT7912935.1	non-specific	340881	88	200	5.0745e-05	45.2587	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	340878	65	188	7.0042e-05	44.8741	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	341025	76	190	7.52325e-05	44.8994	cd17472	MFS_YajR_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	429598	18	184	8.21224e-05	44.7163	pfam07690	MFS_1	N	cl28910
Q#67 - EGT7912935.1	non-specific	340934	89	410	0.000186136	43.6083	cd17376	MFS_SLC22A4_5_OCTN1_2	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	340863	73	190	0.000195271	43.373	cd06173	MFS_MefA_like	N	cl28910
Q#67 - EGT7912935.1	non-specific	182486	88	188	0.000207649	43.4717	PRK10473	PRK10473	C	cl32519
Q#67 - EGT7912935.1	superfamily	182486	88	188	0.000207649	43.4717	cl32519	PRK10473 superfamily	C	 - 
Q#67 - EGT7912935.1	non-specific	441813	43	424	0.000849465	41.8114	COG2211	MelB	 - 	cl43646
Q#67 - EGT7912935.1	non-specific	341004	90	410	0.000871301	41.2481	cd17446	MFS_SLC22A6_OAT1_like	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	341003	88	149	0.000949616	41.2986	cd17445	MFS_SLC22A17	C	cl28910
Q#67 - EGT7912935.1	non-specific	341031	83	187	0.000955321	41.3877	cd17478	MFS_FsR	N	cl28910
Q#67 - EGT7912935.1	non-specific	340863	77	424	0.00100621	41.447	cd06173	MFS_MefA_like	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	182611	93	168	0.00138773	40.85	PRK10642	PRK10642	C	cl28910
Q#67 - EGT7912935.1	non-specific	340938	65	192	0.0020917	40.2305	cd17380	MFS_SLC17A9_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	349949	43	187	0.00271968	40.1026	cd06174	MFS	N	cl28910
Q#67 - EGT7912935.1	non-specific	340913	43	422	0.00349705	39.5617	cd17355	MFS_YcxA_like	 - 	cl28910
Q#67 - EGT7912935.1	non-specific	340928	72	166	0.00385994	39.4487	cd17370	MFS_MJ1317_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	340989	90	244	0.00420752	39.241	cd17431	MFS_GLUT_Class1	C	cl28910
Q#67 - EGT7912935.1	non-specific	341028	60	169	0.00505997	39.1437	cd17475	MFS_MT3072_like	N	cl28910
Q#67 - EGT7912935.1	non-specific	341043	72	144	0.0059824	38.7411	cd17490	MFS_YxlH_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	340931	86	182	0.00873075	38.2675	cd17373	MFS_SLC22A17_like	C	cl28910
Q#67 - EGT7912935.1	non-specific	442063	266	450	0.00893641	38.0313	COG2814	AraJ	C	cl43718
Q#67 - EGT7912935.1	non-specific	341038	333	422	0.00894955	38.3622	cd17485	MFS_MFSD3	C	cl28910
Q#67 - EGT7912935.1	non-specific	441825	278	456	0.00943304	38.3233	COG2223	NarK	C	cl43649
Q#68 - WP_162618446.1	specific	340874	47	443	6.28795e-47	165.853	cd17316	MFS_SV2_like	 - 	cl28910
Q#68 - WP_162618446.1	superfamily	475125	47	443	6.28795e-47	165.853	cl28910	MFS superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340929	47	448	2.24445e-40	148.989	cd17371	MFS_MucK	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	273327	33	418	4.61987e-34	132.095	TIGR00895	2A0115	 - 	cl36764
Q#68 - WP_162618446.1	superfamily	273327	33	418	4.61987e-34	132.095	cl36764	2A0115 superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	395036	56	453	2.27473e-32	128.159	pfam00083	Sugar_tr	 - 	cl28910
Q#68 - WP_162618446.1	specific	441872	38	449	1.43263e-29	118.819	COG2271	UhpC	 - 	cl34453
Q#68 - WP_162618446.1	superfamily	441872	38	449	1.43263e-29	118.819	cl34453	UhpC superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340917	56	447	6.06284e-26	108.809	cd17359	MFS_XylE_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	273317	81	453	9.89465e-26	109.351	TIGR00879	SP	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	273328	89	410	1.90421e-25	108.95	TIGR00898	2A0119	N	cl36765
Q#68 - WP_162618446.1	superfamily	273328	89	410	1.90421e-25	108.95	cl36765	2A0119 superfamily	N	 - 
Q#68 - WP_162618446.1	non-specific	442063	43	410	4.54618e-25	105.826	COG2814	AraJ	 - 	cl43718
Q#68 - WP_162618446.1	superfamily	442063	43	410	4.54618e-25	105.826	cl43718	AraJ superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340923	46	419	1.26101e-24	104.59	cd17365	MFS_PcaK_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	349949	49	422	5.82005e-21	94.4157	cd06174	MFS	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340916	74	449	3.6935e-20	92.6383	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340922	53	448	6.48423e-20	91.1851	cd17364	MFS_PhT	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	236927	46	409	1.07562e-19	90.792	PRK11551	PRK11551	 - 	cl36029
Q#68 - WP_162618446.1	superfamily	236927	46	409	1.07562e-19	90.792	cl36029	PRK11551 superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	440245	43	321	2.43506e-19	88.3294	COG0477	ProP	 - 	cl43153
Q#68 - WP_162618446.1	superfamily	440245	43	321	2.43506e-19	88.3294	cl43153	ProP superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340873	56	447	6.60253e-18	84.9333	cd17315	MFS_GLUT_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340918	56	401	3.45878e-17	82.7032	cd17360	MFS_HMIT_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	429598	44	411	2.76227e-16	79.7695	pfam07690	MFS_1	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340915	88	449	3.4549e-16	80.3833	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340883	75	445	7.63292e-16	78.772	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	441825	43	419	4.6686e-15	76.4581	COG2223	NarK	 - 	cl43649
Q#68 - WP_162618446.1	superfamily	441825	43	419	4.6686e-15	76.4581	cl43649	NarK superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340875	78	410	2.31921e-14	73.7688	cd17317	MFS_SLC22	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340920	53	453	5.40769e-14	73.5407	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340996	51	295	2.69148e-13	71.4922	cd17438	MFS_SV2B	C	cl28910
Q#68 - WP_162618446.1	non-specific	340914	81	453	9.60857e-13	69.5868	cd17356	MFS_HXT	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340993	56	227	1.90153e-12	68.6707	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#68 - WP_162618446.1	non-specific	440501	43	424	8.40763e-12	66.416	COG0738	FucP	 - 	cl43255
Q#68 - WP_162618446.1	superfamily	440501	43	424	8.40763e-12	66.416	cl43255	FucP superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340930	74	410	2.01617e-11	65.2486	cd17372	MFS_SVOP_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340921	51	307	3.08388e-11	65.2028	cd17363	MFS_SV2	C	cl28910
Q#68 - WP_162618446.1	non-specific	340925	93	402	3.80127e-11	64.6234	cd17367	MFS_KgtP	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340882	68	442	5.37944e-11	64.1076	cd17324	MFS_NepI_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	341000	74	410	1.18009e-10	62.9019	cd17442	MFS_SVOPL	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340877	61	185	1.69493e-10	62.2027	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	130366	51	239	4.01182e-10	62.3016	TIGR01299	synapt_SV2	NC	cl31090
Q#68 - WP_162618446.1	superfamily	130366	51	239	4.01182e-10	62.3016	cl31090	synapt_SV2 superfamily	NC	 - 
Q#68 - WP_162618446.1	non-specific	341030	77	182	7.31495e-10	60.2647	cd17477	MFS_YcaD_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340997	51	241	7.75201e-10	60.8142	cd17439	MFS_SV2A	C	cl28910
Q#68 - WP_162618446.1	non-specific	182225	56	245	4.00795e-09	58.551	PRK10077	xylE	C	cl32455
Q#68 - WP_162618446.1	superfamily	182225	56	245	4.00795e-09	58.551	cl32455	xylE superfamily	C	 - 
Q#68 - WP_162618446.1	non-specific	340991	53	247	6.23807e-09	57.9645	cd17433	MFS_GLUT8_Class3	C	cl28910
Q#68 - WP_162618446.1	non-specific	341045	80	200	1.14185e-08	56.4178	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340927	93	419	1.24489e-08	56.7663	cd17369	MFS_ShiA_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	442057	45	409	1.8727e-08	56.0349	COG2807	CynX	 - 	cl34489
Q#68 - WP_162618446.1	superfamily	442057	45	409	1.8727e-08	56.0349	cl34489	CynX superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	341042	44	444	2.28326e-08	55.6779	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	341027	72	444	3.98085e-08	55.2691	cd17474	MFS_YfmO_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340888	64	198	5.11843e-08	54.5066	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340886	74	200	6.42758e-08	54.5492	cd17328	MFS_spinster_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340990	89	227	6.53297e-08	54.5444	cd17432	MFS_GLUT_Class2	C	cl28910
Q#68 - WP_162618446.1	non-specific	340999	68	410	6.67841e-08	54.4335	cd17441	MFS_SVOP	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	129965	33	414	8.72207e-08	54.3492	TIGR00887	2A0109	 - 	cl31035
Q#68 - WP_162618446.1	superfamily	129965	33	414	8.72207e-08	54.3492	cl31035	2A0109 superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	179668	52	409	9.47682e-08	54.3186	PRK03893	PRK03893	 - 	cl32048
Q#68 - WP_162618446.1	superfamily	179668	52	409	9.47682e-08	54.3186	cl32048	PRK03893 superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340868	85	200	1.3109e-07	53.7844	cd06179	MFS_TRI12_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340928	93	187	1.31961e-07	53.3159	cd17370	MFS_MJ1317_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	441813	73	187	1.71144e-07	53.3674	COG2211	MelB	N	cl43646
Q#68 - WP_162618446.1	superfamily	441813	73	187	1.71144e-07	53.3674	cl43646	MelB superfamily	N	 - 
Q#68 - WP_162618446.1	non-specific	340994	53	200	1.82245e-07	52.8815	cd17436	MFS_GLUT10_Class3	C	cl28910
Q#68 - WP_162618446.1	non-specific	341046	99	200	2.96627e-07	52.5783	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	341026	76	445	4.88205e-07	51.8051	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340998	51	239	8.687e-07	51.0668	cd17440	MFS_SV2C	C	cl28910
Q#68 - WP_162618446.1	non-specific	340948	76	191	9.54903e-07	50.6882	cd17390	MFS_MFSD9	C	cl28910
Q#68 - WP_162618446.1	non-specific	340995	56	225	1.44836e-06	50.0922	cd17437	MFS_PLT	C	cl28910
Q#68 - WP_162618446.1	non-specific	340879	91	187	1.61009e-06	49.8642	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340926	93	420	1.87259e-06	50.0649	cd17368	MFS_CitA	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340937	79	200	1.96998e-06	49.6568	cd17379	MFS_SLC22A1_2_3	C	cl28910
Q#68 - WP_162618446.1	non-specific	237051	55	423	1.98471e-06	49.9269	PRK12307	PRK12307	 - 	cl36103
Q#68 - WP_162618446.1	superfamily	237051	55	423	1.98471e-06	49.9269	cl36103	PRK12307 superfamily	 - 	 - 
Q#68 - WP_162618446.1	non-specific	340949	66	187	2.4768e-06	49.5702	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	340932	88	186	3.63847e-06	48.8261	cd17374	MFS_OAT	C	cl28910
Q#68 - WP_162618446.1	non-specific	340881	88	200	6.34981e-06	48.3403	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340924	93	185	6.41026e-06	48.1229	cd17366	MFS_ProP	C	cl28910
Q#68 - WP_162618446.1	non-specific	429598	18	184	1.76357e-05	46.6423	pfam07690	MFS_1	N	cl28910
Q#68 - WP_162618446.1	non-specific	340878	65	188	2.41657e-05	46.4149	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340911	57	193	2.49549e-05	46.4493	cd17353	MFS_OFA_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	341030	44	187	2.60208e-05	46.3975	cd17477	MFS_YcaD_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	441871	92	174	4.64586e-05	45.5287	COG2270	BtlA	N	cl43667
Q#68 - WP_162618446.1	superfamily	441871	92	174	4.64586e-05	45.5287	cl43667	BtlA superfamily	N	 - 
Q#68 - WP_162618446.1	non-specific	340934	89	410	5.12645e-05	45.1491	cd17376	MFS_SLC22A4_5_OCTN1_2	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	340919	86	411	5.41721e-05	45.3188	cd17361	MFS_STP	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	341005	89	200	0.000144193	43.9507	cd17447	MFS_SLC22A7_OAT2	C	cl28910
Q#68 - WP_162618446.1	non-specific	341025	76	190	0.000187741	43.7438	cd17472	MFS_YajR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	340863	73	190	0.000313603	42.9878	cd06173	MFS_MefA_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	340949	80	187	0.000609127	41.8662	cd17391	MFS_MdtG_MDR_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	349949	43	187	0.000646371	42.0286	cd06174	MFS	N	cl28910
Q#68 - WP_162618446.1	non-specific	340863	77	424	0.000690338	41.8322	cd06173	MFS_MefA_like	 - 	cl28910
Q#68 - WP_162618446.1	non-specific	182486	88	188	0.000746023	41.5458	PRK10473	PRK10473	C	cl32519
Q#68 - WP_162618446.1	superfamily	182486	88	188	0.000746023	41.5458	cl32519	PRK10473 superfamily	C	 - 
Q#68 - WP_162618446.1	non-specific	341031	83	187	0.00121084	41.0025	cd17478	MFS_FsR	N	cl28910
Q#68 - WP_162618446.1	non-specific	441813	43	424	0.00121419	41.041	COG2211	MelB	 - 	cl43646
Q#68 - WP_162618446.1	non-specific	341003	88	149	0.00124741	40.9134	cd17445	MFS_SLC22A17	C	cl28910
Q#68 - WP_162618446.1	non-specific	182611	93	168	0.00199874	40.4648	PRK10642	PRK10642	C	cl28910
Q#68 - WP_162618446.1	non-specific	340989	90	244	0.00245255	40.0114	cd17431	MFS_GLUT_Class1	C	cl28910
Q#68 - WP_162618446.1	non-specific	340938	65	192	0.00251498	39.8453	cd17380	MFS_SLC17A9_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	341028	60	170	0.00294072	39.9141	cd17475	MFS_MT3072_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	340894	74	186	0.00418027	39.5298	cd17336	MFS_SLCO_OATP	C	cl28910
Q#68 - WP_162618446.1	non-specific	340879	60	183	0.00419941	39.4638	cd17321	MFS_MMR_MDR_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	341043	72	144	0.00538567	39.1263	cd17490	MFS_YxlH_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	341047	35	185	0.00599581	38.7127	cd17504	MFS_MMR_MDR_like	N	cl28910
Q#68 - WP_162618446.1	non-specific	340928	72	166	0.00856375	38.2931	cd17370	MFS_MJ1317_like	C	cl28910
Q#68 - WP_162618446.1	non-specific	341038	333	422	0.00918729	38.3622	cd17485	MFS_MFSD3	C	cl28910
Q#69 - HAJ5938366.1	specific	340874	23	419	8.01255e-46	162.386	cd17316	MFS_SV2_like	 - 	cl28910
Q#69 - HAJ5938366.1	superfamily	475125	23	419	8.01255e-46	162.386	cl28910	MFS superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340929	23	424	2.07679e-41	151.301	cd17371	MFS_MucK	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	273327	9	394	1.15804e-34	133.251	TIGR00895	2A0115	 - 	cl36764
Q#69 - HAJ5938366.1	superfamily	273327	9	394	1.15804e-34	133.251	cl36764	2A0115 superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	395036	32	429	8.32379e-33	128.929	pfam00083	Sugar_tr	 - 	cl28910
Q#69 - HAJ5938366.1	specific	441872	12	425	1.86256e-29	118.049	COG2271	UhpC	 - 	cl34453
Q#69 - HAJ5938366.1	superfamily	441872	12	425	1.86256e-29	118.049	cl34453	UhpC superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	273328	65	386	5.1978e-27	113.187	TIGR00898	2A0119	N	cl36765
Q#69 - HAJ5938366.1	superfamily	273328	65	386	5.1978e-27	113.187	cl36765	2A0119 superfamily	N	 - 
Q#69 - HAJ5938366.1	non-specific	273317	57	429	2.83165e-25	107.81	TIGR00879	SP	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340917	32	423	8.20627e-25	105.342	cd17359	MFS_XylE_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	442063	19	386	4.17523e-24	102.745	COG2814	AraJ	 - 	cl43718
Q#69 - HAJ5938366.1	superfamily	442063	19	386	4.17523e-24	102.745	cl43718	AraJ superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340923	22	395	8.08465e-24	101.893	cd17365	MFS_PcaK_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340916	50	425	2.28005e-21	95.7199	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340922	29	424	3.87873e-20	91.5703	cd17364	MFS_PhT	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	349949	25	398	1.05767e-19	90.1785	cd06174	MFS	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	236927	22	385	1.98707e-19	89.6364	PRK11551	PRK11551	 - 	cl36029
Q#69 - HAJ5938366.1	superfamily	236927	22	385	1.98707e-19	89.6364	cl36029	PRK11551 superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	440245	19	297	2.34326e-18	85.2478	COG0477	ProP	 - 	cl43153
Q#69 - HAJ5938366.1	superfamily	440245	19	297	2.34326e-18	85.2478	cl43153	ProP superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340873	32	423	6.48806e-18	84.9333	cd17315	MFS_GLUT_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340918	32	423	2.69733e-16	80.0068	cd17360	MFS_HMIT_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340915	64	425	5.36918e-16	79.6129	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340883	51	421	8.12642e-16	78.772	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	429598	20	387	1.65271e-15	77.4583	pfam07690	MFS_1	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	441825	19	385	8.05824e-15	75.6877	COG2223	NarK	 - 	cl43649
Q#69 - HAJ5938366.1	superfamily	441825	19	385	8.05824e-15	75.6877	cl43649	NarK superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340920	29	429	3.22103e-14	73.9259	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340875	54	386	2.60283e-13	70.6872	cd17317	MFS_SLC22	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340996	27	271	7.2128e-13	70.3366	cd17438	MFS_SV2B	C	cl28910
Q#69 - HAJ5938366.1	non-specific	340993	32	203	9.83577e-13	69.4411	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#69 - HAJ5938366.1	non-specific	440501	19	401	3.48459e-12	67.5716	COG0738	FucP	 - 	cl43255
Q#69 - HAJ5938366.1	superfamily	440501	19	401	3.48459e-12	67.5716	cl43255	FucP superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340914	57	429	4.97787e-12	67.2757	cd17356	MFS_HXT	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340930	50	386	3.26719e-11	64.4782	cd17372	MFS_SVOP_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340921	27	283	3.78685e-11	64.8176	cd17363	MFS_SV2	C	cl28910
Q#69 - HAJ5938366.1	non-specific	341000	50	386	6.51605e-11	63.6723	cd17442	MFS_SVOPL	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340925	69	378	7.36049e-11	63.4678	cd17367	MFS_KgtP	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340882	44	418	7.68503e-11	63.3372	cd17324	MFS_NepI_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	130366	27	215	8.2956e-11	64.2276	TIGR01299	synapt_SV2	NC	cl31090
Q#69 - HAJ5938366.1	superfamily	130366	27	215	8.2956e-11	64.2276	cl31090	synapt_SV2 superfamily	NC	 - 
Q#69 - HAJ5938366.1	non-specific	340877	37	161	3.80968e-10	61.0471	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#69 - HAJ5938366.1	non-specific	340997	27	217	5.95349e-10	61.1994	cd17439	MFS_SV2A	C	cl28910
Q#69 - HAJ5938366.1	non-specific	341030	53	158	8.93261e-10	59.8795	cd17477	MFS_YcaD_like	C	cl28910
Q#69 - HAJ5938366.1	non-specific	341027	48	420	9.5565e-10	59.8915	cd17474	MFS_YfmO_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340991	29	232	1.88602e-09	59.1201	cd17433	MFS_GLUT8_Class3	C	cl28910
Q#69 - HAJ5938366.1	non-specific	341042	20	420	5.27342e-09	57.6039	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	182225	32	242	7.92686e-09	57.3954	PRK10077	xylE	C	cl32455
Q#69 - HAJ5938366.1	superfamily	182225	32	242	7.92686e-09	57.3954	cl32455	xylE superfamily	C	 - 
Q#69 - HAJ5938366.1	non-specific	341045	56	176	2.17846e-08	55.6474	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#69 - HAJ5938366.1	non-specific	442057	21	385	2.30324e-08	55.6497	COG2807	CynX	 - 	cl34489
Q#69 - HAJ5938366.1	superfamily	442057	21	385	2.30324e-08	55.6497	cl34489	CynX superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340999	44	386	3.04999e-08	55.2039	cd17441	MFS_SVOP	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	179668	28	385	3.25319e-08	55.4742	PRK03893	PRK03893	 - 	cl32048
Q#69 - HAJ5938366.1	superfamily	179668	28	385	3.25319e-08	55.4742	cl32048	PRK03893 superfamily	 - 	 - 
Q#69 - HAJ5938366.1	non-specific	340990	65	203	3.69363e-08	55.3148	cd17432	MFS_GLUT_Class2	C	cl28910
Q#69 - HAJ5938366.1	non-specific	441813	49	163	1.86005e-07	52.9822	COG2211	MelB	N	cl43646
Q#69 - HAJ5938366.1	superfamily	441813	49	163	1.86005e-07	52.9822	cl43646	MelB superfamily	N	 - 
Q#69 - HAJ5938366.1	non-specific	340994	29	176	1.92156e-07	52.8815	cd17436	MFS_GLUT10_Class3	C	cl28910
Q#69 - HAJ5938366.1	non-specific	340888	40	174	2.09617e-07	52.5806	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#69 - HAJ5938366.1	non-specific	340928	69	163	2.11125e-07	52.5455	cd17370	MFS_MJ1317_like	N	cl28910
Q#69 - HAJ5938366.1	non-specific	340927	69	395	2.24866e-07	52.9143	cd17369	MFS_ShiA_like	 - 	cl28910
Q#69 - HAJ5938366.1	non-specific	340886	50	176	2.47465e-07	52.6232	cd17328	MFS_spinster_like	C	cl28910
Q#69 - HAJ5938366.1	non-specific	340998	27	215	2.47489e-07	52.9928	cd17440	MFS_SV2C	C	cl28910
